id;id_objetivo;llave;meta_id;meta_texto;terminos;met_conc
76;9;9.4;4;Modernizar la infraestructura y reconvertir las industrias para que sean sostenibles  utilizando los recursos con mayor eficacia y promoviendo la adopción de tecnologías y procesos industriales limpios y ambientalmente racionales  y logrando que todos los países tomen medidas de acuerdo con sus capacidades respectivas.;industria  sostenible  tecnología  innovación     Contaminación  ;9.4 Modernizar la infraestructura y reconvertir las industrias para que sean sostenibles  utilizando los recursos con mayor eficacia y promoviendo la adopción de tecnologías y procesos industriales limpios y ambientalmente racionales  y logrando que todos los países tomen medidas de acuerdo con sus capacidades respectivas.
77;9;9.5;5;Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales de todos los países  en particular los países en desarrollo  entre otras cosas fomentando la innovación y aumentando considerablemente  de aquí a 2030  el número de personas que trabajan en investigación y desarrollo por millón de habitantes y los gastos de los sectores público y privado en investigación y desarrollo.;investigación científica  investigación  desarrollo  innovación   ciudad del conocimiento    ;9.5 Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales de todos los países  en particular los países en desarrollo  entre otras cosas fomentando la innovación y aumentando considerablemente  de aquí a 2030  el número de personas que trabajan en investigación y desarrollo por millón de habitantes y los gastos de los sectores público y privado en investigación y desarrollo.
78;9;9.6;a;Facilitar el desarrollo de infraestructuras sostenibles y resilientes en los países en desarrollo mediante un mayor apoyo financiero  tecnológico y técnico a los países africanos  los países menos adelantados  los países en desarrollo sin litoral y los pequeños Estados insulares en desarrollo.;  alianzas público privadas  inversión;9.a Facilitar el desarrollo de infraestructuras sostenibles y resilientes en los países en desarrollo mediante un mayor apoyo financiero  tecnológico y técnico a los países africanos  los países menos adelantados  los países en desarrollo sin litoral y los pequeños Estados insulares en desarrollo.
79;9;9.7;b;Apoyar el desarrollo de tecnologías  la investigación y la innovación nacionales en los países en desarrollo  incluso garantizando un entorno normativo propicio a la diversificación industrial y la adición de valor a los productos básicos  entre otras cosas.;desarrollo de tecnología  investigación  innovación     innovación y desarrollo;9.b Apoyar el desarrollo de tecnologías  la investigación y la innovación nacionales en los países en desarrollo  incluso garantizando un entorno normativo propicio a la diversificación industrial y la adición de valor a los productos básicos  entre otras cosas.
80;9;9.8;c;Aumentar significativamente el acceso a la tecnología de la información y las comunicaciones y esforzarse por proporcionar acceso universal y asequible a Internet en los países menos adelantados de aquí a 2020.;acceso a internet  acceso a la información  comunicación  tecnología de la información   ciudad del conocimiento   ;9.c Aumentar significativamente el acceso a la tecnología de la información y las comunicaciones y esforzarse por proporcionar acceso universal y asequible a Internet en los países menos adelantados de aquí a 2020.
81;10;10.1;1;Lograr progresivamente y mantener el crecimiento de los ingresos del 40% más pobre de la población a una tasa superior a la media nacional.;ingresos  salario  sueldo  dinero  pobre  pobreza       ;10.1 Lograr progresivamente y mantener el crecimiento de los ingresos del 40% más pobre de la población a una tasa superior a la media nacional.
82;10;10.2;2;Potenciar y promover la inclusión social  económica y política de todas las personas  independientemente de su edad  sexo  discapacidad  raza  etnia  origen  religión o situación económica u otra condición.;inclusión  discriminación  igualdad  inclusión social  inclusión económica  inclusión política     ;10.2 Potenciar y promover la inclusión social  económica y política de todas las personas  independientemente de su edad  sexo  discapacidad  raza  etnia  origen  religión o situación económica u otra condición.
83;10;10.3;3;Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados  incluso eliminando las leyes  políticas y prácticas discriminatorias y promoviendo legislaciones  políticas y medidas adecuadas a ese respecto.;igualdad de oportunidades ;10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados  incluso eliminando las leyes  políticas y prácticas discriminatorias y promoviendo legislaciones  políticas y medidas adecuadas a ese respecto.
84;10;10.4;4;Adoptar políticas  especialmente fiscales  salariales y de protección social  y lograr progresivamente una mayor igualdad.;protección social  jubilación  pensión  pensionado  seguridad social      ;10.4 Adoptar políticas  especialmente fiscales  salariales y de protección social  y lograr progresivamente una mayor igualdad.
85;10;10.5;5;Mejorar la reglamentación y vigilancia de las instituciones y los mercados financieros mundiales y fortalecer la aplicación de esos reglamentos.;mercados financieros  bancos  financiación  crédito     ;10.5 Mejorar la reglamentación y vigilancia de las instituciones y los mercados financieros mundiales y fortalecer la aplicación de esos reglamentos.
86;10;10.6;7;Facilitar la migración y la movilidad ordenadas  seguras  regulares y responsables de las personas  incluso mediante la aplicación de políticas migratorias planificadas y bien gestionadas.;migrante  migración  desplazamiento  movilidad  migratorio  venezuela  venezolanos      ;10.7 Facilitar la migración y la movilidad ordenadas  seguras  regulares y responsables de las personas  incluso mediante la aplicación de políticas migratorias planificadas y bien gestionadas.
87;10;10.7;b;Fomentar la asistencia oficial para el desarrollo y las corrientes financieras  incluida la inversión extranjera directa  para los Estados con mayores necesidades  en particular los países menos adelantados  los países africanos  los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral  en consonancia con sus planes y programas nacionales.;inversión extranjera  asistencia      ;10.b Fomentar la asistencia oficial para el desarrollo y las corrientes financieras  incluida la inversión extranjera directa  para los Estados con mayores necesidades  en particular los países menos adelantados  los países africanos  los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral  en consonancia con sus planes y programas nacionales.
88;10;10.8;c;De aquí a 2030  reducir a menos del 3% los costos de transacción de las remesas de los migrantes y eliminar los corredores de remesas con un costo superior al 5%.;remesas  migrantes     ;10.c De aquí a 2030  reducir a menos del 3% los costos de transacción de las remesas de los migrantes y eliminar los corredores de remesas con un costo superior al 5%.
89;11;11.1;1;Asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados  seguros y asequibles y mejorar los barrios marginales.;vivienda adecuada  acceso a servicios públicos  servicios públicos   alcantarillado  alumbrado público  gas luz ;11.1 Asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados  seguros y asequibles y mejorar los barrios marginales.
90;11;11.2;2;Proporcionar acceso a sistemas de transporte seguros  asequibles  accesibles y sostenibles para todos y mejorar la seguridad vial  en particular mediante la ampliación del transporte público  prestando especial atención a las necesidades de las personas en situación de vulnerabilidad  las mujeres  los niños  las personas con discapacidad y las personas de edad.;transporte público  transporte  transporte seguro  bus  buseta  pasaje  trancón  trancones  vía    movilidad   accidentalidad vial   de tránsito  sistema integrado de transporte  movilidad inclusiva automotor calle pasaje taxi carretera ruta tránsito ;11.2 Proporcionar acceso a sistemas de transporte seguros  asequibles  accesibles y sostenibles para todos y mejorar la seguridad vial  en particular mediante la ampliación del transporte público  prestando especial atención a las necesidades de las personas en situación de vulnerabilidad  las mujeres  los niños  las personas con discapacidad y las personas de edad.
91;11;11.3;3;Aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas  integradas y sostenibles de los asentamientos humanos en todos los países.;ciudad  urbanización    asentamientos informales  reubicación  ecovivienda construcciones informales ;11.3 Aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas  integradas y sostenibles de los asentamientos humanos en todos los países.
92;11;11.4;4;Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.;cuidar  proteger  patrimonio cultural  cultura  medio ambiente  naturaleza  natural    deterioro centro histórico  pérdida zona patrimonial  nuevas centralidades  pérdida interés centro histórico  conservación del patrimonio  inmuebles carácter patrimonial  pérdida de valor patrimonio  detrimento bienes culturales  apropiación patrimonio  Bienes de interés cultural   ;11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
93;11;11.5;5;De aquí a 2030  reducir significativamente el número de muertes causadas por los desastres  incluidos los relacionados con el agua  y de personas afectadas por ellos  y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial  haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad.;desastres naturales  cambio climático  inundación  lluvia  sequía  invierno  amenazas;11.5 De aquí a 2030  reducir significativamente el número de muertes causadas por los desastres  incluidos los relacionados con el agua  y de personas afectadas por ellos  y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial  haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad.
94;11;11.6;6;Reducir el impacto ambiental negativo per cápita de las ciudades  incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo.;calidad del aire  contaminación  residuos  desechos  basura  impacto ambiental   reciclaje recolección de residuos sólidos  recolección de basuras  relleno sanitario  residuos agua ambiente contaminación humo ;11.6 Reducir el impacto ambiental negativo per cápita de las ciudades  incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo.
95;11;11.7;7;Proporcionar acceso universal a zonas verdes y espacios públicos seguros  inclusivos y accesibles  en particular para las mujeres y los niños  las personas de edad y las personas con discapacidad.;zona verde  parque  vegetación  bosque  espacio público  recreación  inclusivo  seguridad  deporte     parqueaderos biblioteca deporte estadio inclusión ;11.7 Proporcionar acceso universal a zonas verdes y espacios públicos seguros  inclusivos y accesibles  en particular para las mujeres y los niños  las personas de edad y las personas con discapacidad.
96;11;11.8;a;"Apoyar los vínculos económicos  sociales y ambientales positivos entre las zonas urbanas  periurbanas y rurales fortaleciendo la planificación del desarrollo
nacional y regional.";zona urbana  zona rural  planeación      suelo suburbano  suburbanización   campestre   urbano rurales urbanización;"11.a Apoyar los vínculos económicos  sociales y ambientales positivos entre las zonas urbanas  periurbanas y rurales fortaleciendo la planificación del desarrollo
nacional y regional."
97;11;11.9;b;Aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión  el uso eficiente de los recursos  la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres  y desarrollar y poner en práctica  en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015-2030  la gestión integral de los riesgos de desastre a todos los niveles.;cambio climático  desastres naturales   ecosistemas  contaminación gestión ;11.b Aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión  el uso eficiente de los recursos  la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres  y desarrollar y poner en práctica  en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015-2030  la gestión integral de los riesgos de desastre a todos los niveles.
98;11;11.1;c;Proporcionar apoyo a los países menos adelantados  incluso mediante asistencia financiera y técnica  para que puedan construir edificios sostenibles y resilientes utilizando materiales locales.;construcción  sostenible  local     ;11.c Proporcionar apoyo a los países menos adelantados  incluso mediante asistencia financiera y técnica  para que puedan construir edificios sostenibles y resilientes utilizando materiales locales.
99;12;12.1;1;Aplicar el Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles  con la participación de todos los países y bajo el liderazgo de los países desarrollados  teniendo en cuenta el grado de desarrollo y las capacidades de los países en desarrollo.;consumo responsable  consumo sostenible  producción sostenible  recursos  consumo  producción  recursos naturales     ;12.1 Aplicar el Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles  con la participación de todos los países y bajo el liderazgo de los países desarrollados  teniendo en cuenta el grado de desarrollo y las capacidades de los países en desarrollo.
100;12;12.2;2;Lograr la gestión sostenible y el uso eficiente de los recursos naturales.;gestión sostenible  recursos naturales  residuos  sostenibilidad  contaminación  medio ambiente     ;12.2 Lograr la gestión sostenible y el uso eficiente de los recursos naturales.
101;12;12.3;3;Reducir a la mitad el desperdicio de alimentos per cápita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro  incluidas las pérdidas posteriores a la cosecha.;desperdicio  alimentos  pérdida de alimento  pérdida cosecha      ;12.3 Reducir a la mitad el desperdicio de alimentos per cápita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro  incluidas las pérdidas posteriores a la cosecha.
102;12;12.4;4;Lograr la gestión ecológicamente racional de los productos químicos y de todos los desechos a lo largo de su ciclo de vida  de conformidad con los marcos internacionales convenidos  y reducir significativamente su liberación a la atmósfera  el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente.;productos químicos  desechos químicos  medio ambiente  salud humana     ;12.4 Lograr la gestión ecológicamente racional de los productos químicos y de todos los desechos a lo largo de su ciclo de vida  de conformidad con los marcos internacionales convenidos  y reducir significativamente su liberación a la atmósfera  el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente.
103;12;12.5;5;Reducir considerablemente la generación de desechos mediante actividades de prevención  reducción  reciclado y reutilización.;desechos  basura  reciclaje  reciclar  reutilizar  contaminación       ;12.5 Reducir considerablemente la generación de desechos mediante actividades de prevención  reducción  reciclado y reutilización.
104;12;12.6;6;Alentar a las empresas  en especial las grandes empresas y las empresas transnacionales  a que adopten prácticas sostenibles e incorporen información sobre la sostenibilidad en su ciclo de presentación de informes.;empresas  producción sostenible  sostenibilidad     ;12.6 Alentar a las empresas  en especial las grandes empresas y las empresas transnacionales  a que adopten prácticas sostenibles e incorporen información sobre la sostenibilidad en su ciclo de presentación de informes.
105;12;12.7;8;Asegurar que las personas de todo el mundo tengan la información y los conocimientos pertinentes para el desarrollo sostenible y los estilos de vida en armonía con la naturaleza.;conocimiento  medio ambiente  cuidado del medio ambiente;12.8 Asegurar que las personas de todo el mundo tengan la información y los conocimientos pertinentes para el desarrollo sostenible y los estilos de vida en armonía con la naturaleza.
106;12;12.8;a;Ayudar a los países en desarrollo a fortalecer su capacidad científica y tecnológica para avanzar hacia modalidades de consumo y producción más sostenibles.;sostenible  producción sostenible  investigación científica  tecnología     ;12.a Ayudar a los países en desarrollo a fortalecer su capacidad científica y tecnológica para avanzar hacia modalidades de consumo y producción más sostenibles.
107;12;12.9;b;Elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible  a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales.;desarrollo sostenible  turismo sostenible  empleo  trabajo  cultura local  producto local     artesanías  artesanos;12.b Elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible  a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales.
108;12;12.1;c;Racionalizar los subsidios ineficientes a los combustibles fósiles que fomentan el consumo antieconómico eliminando las distorsiones del mercado  de acuerdo con las circunstancias nacionales  incluso mediante la reestructuración de los sistemas tributarios y la eliminación gradual de los subsidios perjudiciales  cuando existan  para reflejar su impacto ambiental  teniendo plenamente en cuenta las necesidades y condiciones específicas de los países en desarrollo y minimizando los posibles efectos adversos en su desarrollo  de manera que se proteja a los pobres y a las comunidades afectadas.;gasolina  petróleo  impuesto  subsidio  impacto ambiental     ;12.c Racionalizar los subsidios ineficientes a los combustibles fósiles que fomentan el consumo antieconómico eliminando las distorsiones del mercado  de acuerdo con las circunstancias nacionales  incluso mediante la reestructuración de los sistemas tributarios y la eliminación gradual de los subsidios perjudiciales  cuando existan  para reflejar su impacto ambiental  teniendo plenamente en cuenta las necesidades y condiciones específicas de los países en desarrollo y minimizando los posibles efectos adversos en su desarrollo  de manera que se proteja a los pobres y a las comunidades afectadas.
109;13;13.1;1;Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.;adaptación desastre natural  cambio climático     ;13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.
110;13;13.2;2;Incorporar medidas relativas al cambio climático en las políticas  estrategias y planes nacionales.;cambio climático  prevención y mitigación;13.2 Incorporar medidas relativas al cambio climático en las políticas  estrategias y planes nacionales.
111;13;13.3;3;Mejorar la educación  la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático  la adaptación a él  la reducción de sus efectos y la alerta temprana.;información  cambio climático  adaptación  respuesta  capacidad de respuesta  alerta temprana  preparación     ;13.3 Mejorar la educación  la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático  la adaptación a él  la reducción de sus efectos y la alerta temprana.
112;13;13.4;b;Promover mecanismos para aumentar la capacidad para la planificación y gestión eficaces en relación con el cambio climático en los países menos adelantados y los pequeños Estados insulares en desarrollo  haciendo particular hincapié en las mujeres  los jóvenes y las comunidades locales y marginadas.;planificación  gestión  prevención  mitigación  cambio climático  desastres naturales     ;13.b Promover mecanismos para aumentar la capacidad para la planificación y gestión eficaces en relación con el cambio climático en los países menos adelantados y los pequeños Estados insulares en desarrollo  haciendo particular hincapié en las mujeres  los jóvenes y las comunidades locales y marginadas.
113;14;14.1;1;Prevenir y reducir significativamente la contaminación marina de todo tipo  en particular la producida por actividades realizadas en tierra  incluidos los detritos marinos y la polución por nutrientes.;contaminación marina  contaminación mar     ;14.1 Prevenir y reducir significativamente la contaminación marina de todo tipo  en particular la producida por actividades realizadas en tierra  incluidos los detritos marinos y la polución por nutrientes.
114;14;14.2;2;Gestionar y proteger sosteniblemente los ecosistemas marinos y costeros para evitar efectos adversos importantes  incluso fortaleciendo su resiliencia  y adoptar medidas para restaurarlos a fin de restablecer la salud y la productividad de los océanos.;ecosistema marino  océano  mar  protección  proteger  restablecer     ;14.2 Gestionar y proteger sosteniblemente los ecosistemas marinos y costeros para evitar efectos adversos importantes  incluso fortaleciendo su resiliencia  y adoptar medidas para restaurarlos a fin de restablecer la salud y la productividad de los océanos.
115;14;14.3;3;Minimizar y abordar los efectos de la acidificación de los océanos  incluso mediante una mayor cooperación científica a todos los niveles.;acidificación océano     ;14.3 Minimizar y abordar los efectos de la acidificación de los océanos  incluso mediante una mayor cooperación científica a todos los niveles.
116;14;14.4;4;"Reglamentar eficazmente la explotación pesquera y poner fin a la pesca excesiva  la pesca ilegal  no declarada y no reglamentada y las prácticas pesqueras destructivas  y aplicar planes de gestión con
fundamento científico a fin de restablecer las poblaciones de peces en el plazo más breve posible  al menos alcanzando niveles que puedan producir el máximo rendimiento
sostenible de acuerdo con sus características biológicas.";pesca  explotación pesquera  pesca ilegal  prácticas pesqueras destructivas     ;"14.4 Reglamentar eficazmente la explotación pesquera y poner fin a la pesca excesiva  la pesca ilegal  no declarada y no reglamentada y las prácticas pesqueras destructivas  y aplicar planes de gestión con
fundamento científico a fin de restablecer las poblaciones de peces en el plazo más breve posible  al menos alcanzando niveles que puedan producir el máximo rendimiento
sostenible de acuerdo con sus características biológicas."
117;14;14.5;5;Conservar al menos el 10% de las zonas costeras y marinas  de conformidad con las leyes nacionales y el derecho internacional y sobre la base de la mejor información científica disponible.;conservar  conservación  costa  zona costera  playa     ;14.5 Conservar al menos el 10% de las zonas costeras y marinas  de conformidad con las leyes nacionales y el derecho internacional y sobre la base de la mejor información científica disponible.
118;14;14.6;6;Prohibir ciertas formas de subvenciones a la pesca que contribuyen a la sobrecapacidad y la pesca excesiva  eliminar las subvenciones que contribuyen a la pesca ilegal  no declarada y no reglamentada y abstenerse de introducir nuevas subvenciones de esa índole  reconociendo que la negociación sobre las subvenciones a la pesca en el marco de la Organización Mundial del Comercio debe incluir un trato especial y diferenciado  apropiado y efectivo para los países en desarrollo y los países menos adelantados.;subvenciones a la pesca  pesca ilegal  pesca excesiva  sobre capacidad     ;14.6 Prohibir ciertas formas de subvenciones a la pesca que contribuyen a la sobrecapacidad y la pesca excesiva  eliminar las subvenciones que contribuyen a la pesca ilegal  no declarada y no reglamentada y abstenerse de introducir nuevas subvenciones de esa índole  reconociendo que la negociación sobre las subvenciones a la pesca en el marco de la Organización Mundial del Comercio debe incluir un trato especial y diferenciado  apropiado y efectivo para los países en desarrollo y los países menos adelantados.
119;14;14.7;7;Aumentar los beneficios económicos que los pequeños Estados insulares en desarrollo y los países menos adelantados obtienen del uso sostenible de los recursos marinos  en particular mediante la gestión sostenible de la pesca  la acuicultura y el turismo.;uso sostenible de recursos marino  pesca sostenible  acuicultura sostenible  turismo sostenible     ;14.7 Aumentar los beneficios económicos que los pequeños Estados insulares en desarrollo y los países menos adelantados obtienen del uso sostenible de los recursos marinos  en particular mediante la gestión sostenible de la pesca  la acuicultura y el turismo.
120;14;14.8;b;Facilitar el acceso de los pescadores artesanales a los recursos marinos y los mercados.;pescadores artesanales  acceso a recursos marinos  acceso a mercado     ;14.b Facilitar el acceso de los pescadores artesanales a los recursos marinos y los mercados.
121;14;14.9;c;Mejorar la conservación y el uso sostenible de los océanos y sus recursos aplicando el derecho internacional reflejado en la Convención de las Naciones Unidas sobre el Derecho del Mar  que constituye el marco jurídico para la conservación y la utilización sostenible de los océanos y sus recursos  como se recuerda en el párrafo 158 del documento “El futuro que queremos”.;conservación océano  uso sostenible de océano  uso sostenible de recursos     ;14.c Mejorar la conservación y el uso sostenible de los océanos y sus recursos aplicando el derecho internacional reflejado en la Convención de las Naciones Unidas sobre el Derecho del Mar  que constituye el marco jurídico para la conservación y la utilización sostenible de los océanos y sus recursos  como se recuerda en el párrafo 158 del documento “El futuro que queremos”.
122;15;15.1;1;Asegurar la conservación  el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios  en particular los bosques  los humedales  las montañas y las zonas áridas  en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales.;conservación  uso sostenible  ecosistema  agua dulce  ríos  bosques  los humedales  las montañas  zonas áridas     ;15.1 Asegurar la conservación  el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios  en particular los bosques  los humedales  las montañas y las zonas áridas  en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales.
123;15;15.2;2;Promover la puesta en práctica de la gestión sostenible de todos los tipos de bosques  detener la deforestación  recuperar los bosques degradados y aumentar considerablemente la forestación y la reforestación a nivel mundial.;deforestación  reforestación  tierra  bosque  recuperar la tierra  recuperar el bosque  árboles  madera  suelo     ;15.2 Promover la puesta en práctica de la gestión sostenible de todos los tipos de bosques  detener la deforestación  recuperar los bosques degradados y aumentar considerablemente la forestación y la reforestación a nivel mundial.
124;15;15.3;3;Luchar contra la desertificación  rehabilitar las tierras y los suelos degradados  incluidas las tierras afectadas por la desertificación  la sequía y las inundaciones  y procurar lograr un mundo con efecto neutro en la degradación de las tierras.;suelo degradado  desertificación  rehabilitación  degradación de las tierras  inundación  sequía     ;15.3 Luchar contra la desertificación  rehabilitar las tierras y los suelos degradados  incluidas las tierras afectadas por la desertificación  la sequía y las inundaciones  y procurar lograr un mundo con efecto neutro en la degradación de las tierras.
125;15;15.4;4;Asegurar la conservación de los ecosistemas montañosos  incluida su diversidad biológica  a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible.;conservación ecosistemas montañosos  conservación diversidad biológica  montaña       ;15.4 Asegurar la conservación de los ecosistemas montañosos  incluida su diversidad biológica  a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible.
126;15;15.5;5;Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales  detener la pérdida de biodiversidad y  de aquí a 2020  proteger las especies amenazadas y evitar su extinción.;degradación hábitat natural  pérdida biodiversidad  proteger especies amenazadas  extinsión especies     ;15.5 Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales  detener la pérdida de biodiversidad y  de aquí a 2020  proteger las especies amenazadas y evitar su extinción.
127;15;15.6;6;Promover la participación justa y equitativa en los beneficios derivados de la utilización de los recursos genéticos y promover el acceso adecuado a esos recursos  según lo convenido internacionalmente.;uso recursos genéticos  acceso recurso genéticos     ;15.6 Promover la participación justa y equitativa en los beneficios derivados de la utilización de los recursos genéticos y promover el acceso adecuado a esos recursos  según lo convenido internacionalmente.
128;15;15.7;7;Adoptar medidas urgentes para poner fin a la caza furtiva y el tráfico de especies protegidas de flora y fauna y abordar tanto la demanda como la oferta de productos ilegales de flora y fauna silvestres.;caza furtiva  caza ilegal  especies protegidas  protección flora  protección fauna     ;15.7 Adoptar medidas urgentes para poner fin a la caza furtiva y el tráfico de especies protegidas de flora y fauna y abordar tanto la demanda como la oferta de productos ilegales de flora y fauna silvestres.
129;15;15.8;8;Adoptar medidas para prevenir la introducción de especies exóticas invasoras y reducir significativamente sus efectos en los ecosistemas terrestres y acuáticos y controlar o erradicar las especies prioritarias.;especies exóticas;15.8 Adoptar medidas para prevenir la introducción de especies exóticas invasoras y reducir significativamente sus efectos en los ecosistemas terrestres y acuáticos y controlar o erradicar las especies prioritarias.
130;15;15.9;a;Movilizar y aumentar significativamente los recursos financieros procedentes de todas las fuentes para conservar y utilizar de forma sostenible la biodiversidad y los ecosistemas.;recursos financieros  conservar  conservación  conservar biodiversidad  conservar ecosistema     ;15.a Movilizar y aumentar significativamente los recursos financieros procedentes de todas las fuentes para conservar y utilizar de forma sostenible la biodiversidad y los ecosistemas.
131;15;15.1;b;"Movilizar recursos considerables de todas las fuentes y a todos los niveles para financiar la gestión forestal sostenible y proporcionar incentivos adecuados a los países
en desarrollo para que promuevan dicha gestión  en
particular con miras a la conservación y la reforestación.";financiar gestión forestal  recursos  recursos económicos  conservación  conservar ecosistema     ;"15.b Movilizar recursos considerables de todas las fuentes y a todos los niveles para financiar la gestión forestal sostenible y proporcionar incentivos adecuados a los países
en desarrollo para que promuevan dicha gestión  en
particular con miras a la conservación y la reforestación."
